timestamp,X,Y,Z
17644000,18348.741491,5021.756121,49516.568859
17645000,18348.658125,5021.681180,49516.622820
17646000,18348.673784,5021.706820,49516.552915
17647000,18348.711319,5021.739095,49516.545356
17648000,18348.696799,5021.729099,49516.606372
17649000,18348.686989,5021.742069,49516.589812
17650000,18348.663184,5021.715970,49516.575181
17651000,18348.763673,5021.693246,49516.563663
17652000,18348.701278,5021.740113,49516.613704
17653000,18348.673253,5021.697098,49516.553698
17654000,18348.715550,5021.703259,49516.561095
17655000,18348.705164,5021.705225,49516.551266
17656000,18348.742572,5021.687290,49516.567338
17657000,18348.725820,5021.702656,49516.524298
17658000,18348.718657,5021.732569,49516.552401
17659000,18348.703248,5021.710984,49516.540488
17660000,18348.705308,5021.697466,49516.612265
17661000,18348.713443,5021.693842,49516.548949
17662000,18348.755923,5021.741034,49516.530009
17663000,18348.727748,5021.779827,49516.530234
17664000,18348.742196,5021.716275,49516.559842
17665000,18348.744868,5021.702390,49516.547089
17666000,18348.693752,5021.696599,49516.570184
17667000,18348.660063,5021.693250,49516.544002
17668000,18348.745360,5021.706601,49516.551094
17669000,18348.725730,5021.656128,49516.505049
17670000,18348.758164,5021.671124,49516.567347
17671000,18348.722401,5021.731295,49516.542240
17672000,18348.689529,5021.658268,49516.576339
17673000,18348.760557,5021.670686,49516.564101
17674000,18348.703128,5021.668842,49516.525049
17675000,18348.709784,5021.658644,49516.517922
17676000,18348.704793,5021.683517,49516.524529
17677000,18348.691714,5021.660491,49516.563206
17678000,18348.688115,5021.700163,49516.534458
17679000,18348.685864,5021.685886,49516.565413
17680000,18348.714633,5021.713588,49516.572671
17681000,18348.707329,5021.650355,49516.555829
17682000,18348.708131,5021.721941,49516.567825
17683000,18348.691312,5021.704503,49516.549231
17684000,18348.735299,5021.746047,49516.582224
17685000,18348.689225,5021.735667,49516.519241
17686000,18348.698558,5021.709081,49516.601602
17687000,18348.739571,5021.674648,49516.575308
17688000,18348.717475,5021.754436,49516.596453
17689000,18348.720278,5021.743357,49516.547428
17690000,18348.740110,5021.715595,49516.569696
17691000,18348.687317,5021.723493,49516.516338
17692000,18348.648962,5021.714587,49516.538407
17693000,18348.738880,5021.631520,49516.548681
17694000,18348.759478,5021.752476,49516.555070
17695000,18348.726310,5021.772336,49516.530483
17696000,18348.701657,5021.690404,49516.601579
17697000,18348.717081,5021.701747,49516.550955
17698000,18348.673541,5021.719614,49516.574049
17699000,18348.733817,5021.655559,49516.517704
17700000,18348.736877,5021.697003,49516.549129
17701000,18348.704834,5021.725765,49516.584975
17702000,18348.742967,5021.731627,49516.552419
17703000,18348.681883,5021.777935,49516.514015
17704000,18348.740251,5021.667541,49516.503471
17705000,18348.694372,5021.643951,49516.563304
17706000,18348.718866,5021.699175,49516.559439
17707000,18348.724184,5021.681609,49516.542627
17708000,18348.739588,5021.699998,49516.594344
17709000,18348.736030,5021.687514,49516.579540
17710000,18348.714758,5021.699267,49516.603284
17711000,18348.751792,5021.694212,49516.555351
17712000,18348.671675,5021.694701,49516.603437
17713000,18348.718407,5021.735022,49516.566961
17714000,18348.671630,5021.719241,49516.516485
17715000,18348.645396,5021.708313,49516.559731
17716000,18348.710559,5021.714320,49516.563378
17717000,18348.749913,5021.700540,49516.554228
17718000,18348.670035,5021.683692,49516.565505
17719000,18348.710168,5021.670879,49516.599866
17720000,18348.692083,5021.704087,49516.552286
17721000,18348.737917,5021.742498,49516.551663
17722000,18348.757856,5021.767437,49516.562826
17723000,18348.694598,5021.686194,49516.546388
17724000,18348.662290,5021.715598,49516.588727
17725000,18348.707245,5021.687861,49516.502201
17726000,18348.763698,5021.712512,49516.576582
17727000,18348.697749,5021.698794,49516.556150
17728000,18348.694243,5021.727146,49516.593697
17729000,18348.711968,5021.721449,49516.580377
17730000,18348.689680,5021.679337,49516.622260
17731000,18348.770907,5021.677782,49516.601134
17732000,18348.710254,5021.694933,49516.586412
17733000,18348.741347,5021.732002,49516.584539
17734000,18348.752075,5021.739214,49516.524697
17735000,18348.764004,5021.714789,49516.539687
17736000,18348.740342,5021.699459,49516.543019
17737000,18348.770609,5021.750333,49516.560240
17738000,18348.706832,5021.733151,49516.523714
17739000,18348.687886,5021.678754,49516.568122
17740000,18348.757313,5021.656170,49516.542775
17741000,18348.688538,5021.703400,49516.573380
17742000,18348.684151,5021.691772,49516.532184
17743000,18348.730476,5021.716820,49516.574869
17744000,18348.717732,5021.640284,49516.533733
17745000,18348.766876,5021.709880,49516.534654
17746000,18348.759947,5021.659780,49516.570172
17747000,18348.725041,5021.744148,49516.576610
17748000,18348.720777,5021.706785,49516.546561
17749000,18348.704268,5021.720035,49516.558931
17750000,18348.708592,5021.706865,49516.520138
17751000,18348.744415,5021.659410,49516.574939
17752000,18348.696656,5021.702685,49516.577403
17753000,18348.717329,5021.757074,49516.593164
17754000,18348.705469,5021.660086,49516.579059
17755000,18348.699043,5021.738018,49516.534665
17756000,18348.771410,5021.697573,49516.524278
17757000,18348.713791,5021.732483,49516.556500
17758000,18348.728067,5021.718349,49516.535674
17759000,18348.694246,5021.781527,49516.609033
17760000,18348.729480,5021.712380,49516.597128
17761000,18348.744459,5021.735231,49516.555725
17762000,18348.730221,5021.663585,49516.562579
17763000,18348.716196,5021.753831,49516.519246
17764000,18348.673728,5021.672298,49516.579703
17765000,18348.697035,5021.730737,49516.555516
17766000,18348.743674,5021.732269,49516.595270
17767000,18348.752006,5021.696954,49516.571726
17768000,18348.754955,5021.684709,49516.571470
17769000,18348.709060,5021.699855,49516.534180
17770000,18348.744963,5021.721603,49516.580641
17771000,18348.704181,5021.732754,49516.577970
17772000,18348.721165,5021.666700,49516.509933
17773000,18348.698449,5021.695867,49516.597377
17774000,18348.784148,5021.704239,49516.520736
17775000,18348.737699,5021.689887,49516.589448
17776000,18348.710107,5021.740120,49516.506189
17777000,18348.710171,5021.702442,49516.566114
17778000,18348.687750,5021.714855,49516.539749
17779000,18348.677304,5021.687503,49516.548711
17780000,18348.737786,5021.765126,49516.570073
17781000,18348.730379,5021.685492,49516.574153
17782000,18348.767099,5021.704474,49516.525207
17783000,18348.694953,5021.748418,49516.559847
17784000,18348.694136,5021.734807,49516.534421
17785000,18348.738970,5021.687256,49516.594158
17786000,18348.666128,5021.709058,49516.618168
17787000,18348.689117,5021.702957,49516.632144
17788000,18348.721436,5021.703692,49516.576257
17789000,18348.724801,5021.718116,49516.528978
17790000,18348.799542,5021.679966,49516.528188
17791000,18348.699976,5021.734071,49516.524949
17792000,18348.723021,5021.717322,49516.524582
17793000,18348.694862,5021.698877,49516.556225
17794000,18348.727570,5021.743108,49516.528785
17795000,18348.740385,5021.714325,49516.555111
17796000,18348.729349,5021.720069,49516.535248
17797000,18348.658482,5021.778897,49516.560280
17798000,18348.736091,5021.677873,49516.534465
17799000,18348.709381,5021.700490,49516.633987
17800000,18348.691341,5021.709990,49516.541873
17801000,18348.649072,5021.692060,49516.590030
17802000,18348.796581,5021.755294,49516.527227
17803000,18348.757758,5021.701279,49516.507845
17804000,18348.751320,5021.673620,49516.568032
17805000,18348.758567,5021.679265,49516.529006
17806000,18348.705431,5021.713588,49516.521453
17807000,18348.711530,5021.696097,49516.577021
17808000,18348.725828,5021.721999,49516.573628
17809000,18348.681118,5021.696271,49516.524894
17810000,18348.707950,5021.653392,49516.530356
17811000,18348.712158,5021.716128,49516.563761
17812000,18348.732921,5021.733032,49516.588205
17813000,18348.686989,5021.678757,49516.573948
17814000,18348.703390,5021.679293,49516.499542
17815000,18348.730937,5021.748245,49516.593837
17816000,18348.706008,5021.690564,49516.571254
17817000,18348.713238,5021.683806,49516.556229
17818000,18348.714348,5021.676285,49516.568196
17819000,18348.730110,5021.715510,49516.517092
17820000,18348.746404,5021.670832,49516.562180
17821000,18348.774898,5021.730833,49516.557140
17822000,18348.729447,5021.686647,49516.544835
17823000,18348.668302,5021.711561,49516.511662
17824000,18348.741378,5021.731258,49516.576212
17825000,18348.735483,5021.701523,49516.562045
17826000,18348.764699,5021.722518,49516.529804
17827000,18348.696284,5021.729098,49516.571702
17828000,18348.730642,5021.672537,49516.529362
17829000,18348.684784,5021.678675,49516.546452
17830000,18348.755927,5021.654758,49516.595585
17831000,18348.764506,5021.700222,49516.562143
17832000,18348.704493,5021.705476,49516.601568
17833000,18348.724532,5021.707271,49516.514725
17834000,18348.738670,5021.671664,49516.570475
17835000,18348.682989,5021.682972,49516.554144
17836000,18348.752520,5021.735196,49516.619344
17837000,18348.740389,5021.745205,49516.496836
17838000,18348.753605,5021.665582,49516.594914
17839000,18348.720764,5021.722409,49516.545172
17840000,18348.720787,5021.660509,49516.547756
17841000,18348.757062,5021.722285,49516.556211
17842000,18348.734406,5021.681709,49516.521266
17843000,18348.715823,5021.760121,49516.556302
17844000,18348.721280,5021.688470,49516.549946
17845000,18348.740205,5021.718505,49516.550583
17846000,18348.732105,5021.679724,49516.549097
17847000,18348.756491,5021.714301,49516.553239
17848000,18348.776486,5021.700645,49516.493391
17849000,18348.777128,5021.734463,49516.534479
17850000,18348.718633,5021.702236,49516.572157
17851000,18348.715210,5021.636006,49516.577428
17852000,18348.716384,5021.723445,49516.521833
17853000,18348.760102,5021.720232,49516.526400
17854000,18348.708063,5021.751326,49516.599633
17855000,18348.715365,5021.682995,49516.518808
17856000,18348.708759,5021.727387,49516.512941
17857000,18348.705888,5021.699896,49516.571689
17858000,18348.770018,5021.748625,49516.564024
17859000,18348.685550,5021.687378,49516.555417
17860000,18348.705976,5021.687066,49516.567569
17861000,18348.725396,5021.754249,49516.522954
17862000,18348.722652,5021.713303,49516.581258
17863000,18348.742189,5021.715051,49516.560179
17864000,18348.723328,5021.667634,49516.548027
17865000,18348.717415,5021.752060,49516.511176
17866000,18348.747181,5021.704999,49516.578058
17867000,18348.678066,5021.716013,49516.533046
17868000,18348.721143,5021.712523,49516.573528
17869000,18348.725628,5021.730107,49516.521619
17870000,18348.737171,5021.705886,49516.527849
17871000,18348.724655,5021.651932,49516.480519
17872000,18348.766733,5021.706165,49516.540123
17873000,18348.748429,5021.716963,49516.567589
17874000,18348.709021,5021.731360,49516.561360
17875000,18348.719417,5021.700790,49516.586379
17876000,18348.726023,5021.700586,49516.573517
17877000,18348.682750,5021.733972,49516.566858
17878000,18348.766967,5021.720607,49516.558214
17879000,18348.719826,5021.731685,49516.551579
17880000,18348.705969,5021.735522,49516.504001
17881000,18348.729406,5021.735464,49516.500088
17882000,18348.722986,5021.703498,49516.616410
17883000,18348.704639,5021.697939,49516.632942
17884000,18348.736191,5021.658764,49516.580195
17885000,18348.666726,5021.652903,49516.592424
17886000,18348.751724,5021.679311,49516.536532
17887000,18348.721206,5021.706421,49516.537186
17888000,18348.705554,5021.712625,49516.598267
17889000,18348.701691,5021.754691,49516.598615
17890000,18348.738676,5021.724390,49516.526413
17891000,18348.732865,5021.692938,49516.599494
17892000,18348.649498,5021.679339,49516.573159
17893000,18348.695933,5021.703893,49516.562128
17894000,18348.728888,5021.715532,49516.535772
17895000,18348.714412,5021.699518,49516.590961
17896000,18348.771001,5021.724246,49516.559153
17897000,18348.704467,5021.725019,49516.546204
17898000,18348.722051,5021.693415,49516.521192
17899000,18348.702920,5021.755005,49516.552599
17900000,18348.762521,5021.694492,49516.582509
17901000,18348.716494,5021.689221,49516.574195
17902000,18348.741631,5021.677006,49516.567957
17903000,18348.678558,5021.722105,49516.557938
17904000,18348.729361,5021.716925,49516.512361
17905000,18348.710684,5021.704179,49516.525367
17906000,18348.719035,5021.713737,49516.641115
17907000,18348.746739,5021.658370,49516.587403
17908000,18348.719611,5021.751680,49516.561041
17909000,18348.698609,5021.687859,49516.525972
17910000,18348.688426,5021.679701,49516.541677
17911000,18348.735102,5021.735508,49516.560745
17912000,18348.787567,5021.712405,49516.542558
17913000,18348.753097,5021.749305,49516.573520
17914000,18348.684904,5021.682913,49516.595516
17915000,18348.731103,5021.693012,49516.556538
17916000,18348.706768,5021.700132,49516.509451
17917000,18348.680072,5021.698403,49516.602701
17918000,18348.781316,5021.686078,49516.562566
17919000,18348.779392,5021.687982,49516.611041
17920000,18348.774951,5021.706294,49516.536174
17921000,18348.784234,5021.729152,49516.577407
17922000,18348.751144,5021.732471,49516.505332
17923000,18348.680298,5021.740795,49516.600132
17924000,18348.766420,5021.717146,49516.525485
17925000,18348.748067,5021.721547,49516.555822
17926000,18348.742916,5021.704715,49516.562266
17927000,18348.706238,5021.752775,49516.570584
17928000,18348.729549,5021.693646,49516.573581
17929000,18348.732279,5021.717386,49516.523606
17930000,18348.683875,5021.721960,49516.590188
17931000,18348.750653,5021.746116,49516.550310
17932000,18348.697494,5021.705290,49516.559356
17933000,18348.721607,5021.660857,49516.559141
17934000,18348.748261,5021.709305,49516.562562
17935000,18348.694187,5021.727910,49516.541515
17936000,18348.709200,5021.693604,49516.579155
17937000,18348.730976,5021.699439,49516.571663
17938000,18348.707898,5021.734948,49516.584945
17939000,18348.667954,5021.731402,49516.452890
17940000,18348.790044,5021.735302,49516.573071
17941000,18348.718611,5021.684505,49516.541056
17942000,18348.758177,5021.737991,49516.527076
17943000,18348.735814,5021.699288,49516.584258
17944000,18348.732965,5021.728479,49516.528199
17945000,18348.667793,5021.685706,49516.554383
17946000,18348.718491,5021.684845,49516.539404
17947000,18348.697869,5021.735058,49516.546400
17948000,18348.748173,5021.726656,49516.610047
17949000,18348.725069,5021.682286,49516.573741
17950000,18348.739816,5021.688469,49516.509950
17951000,18348.751776,5021.684129,49516.575146
17952000,18348.662401,5021.666376,49516.558571
17953000,18348.786778,5021.676133,49516.628959
17954000,18348.739083,5021.720817,49516.567126
17955000,18348.701762,5021.692384,49516.572721
17956000,18348.697019,5021.660009,49516.557508
17957000,18348.716694,5021.741803,49516.553661
17958000,18348.681029,5021.719369,49516.515417
17959000,18348.685224,5021.678060,49516.550260
17960000,18348.667167,5021.736314,49516.578121
17961000,18348.741788,5021.705006,49516.522758
17962000,18348.732100,5021.702163,49516.587767
17963000,18348.749001,5021.722963,49516.550916
17964000,18348.711343,5021.712467,49516.573731
17965000,18348.717931,5021.675346,49516.527972
17966000,18348.701271,5021.653889,49516.565207
17967000,18348.721868,5021.726857,49516.596918
17968000,18348.747163,5021.693304,49516.588787
17969000,18348.705551,5021.695344,49516.528159
17970000,18348.681118,5021.665056,49516.552252
17971000,18348.727040,5021.717583,49516.633398
17972000,18348.667578,5021.734517,49516.544513
17973000,18348.687100,5021.715348,49516.597789
17974000,18348.713836,5021.633203,49516.603870
17975000,18348.747328,5021.693297,49516.566879
17976000,18348.741021,5021.694450,49516.587943
17977000,18348.721946,5021.699492,49516.590697
17978000,18348.720726,5021.669326,49516.528285
17979000,18348.703756,5021.730120,49516.527892
17980000,18348.716589,5021.692959,49516.519109
17981000,18348.701405,5021.720776,49516.530598
17982000,18348.731895,5021.750039,49516.611941
17983000,18348.699634,5021.687546,49516.566287
17984000,18348.736918,5021.676479,49516.516717
17985000,18348.727835,5021.693339,49516.577475
17986000,18348.758394,5021.761058,49516.570567
17987000,18348.680061,5021.684925,49516.572256
17988000,18348.689640,5021.672543,49516.620943
17989000,18348.731190,5021.742263,49516.527553
17990000,18348.763880,5021.673077,49516.541629
17991000,18348.670428,5021.728820,49516.581315
17992000,18348.684938,5021.719554,49516.532526
17993000,18348.715382,5021.710483,49516.594078
17994000,18348.771396,5021.743845,49516.531596
17995000,18348.730993,5021.694810,49516.548173
17996000,18348.734102,5021.687122,49516.546256
17997000,18348.705763,5021.693548,49516.575030
17998000,18348.744401,5021.705738,49516.558578
17999000,18348.766837,5021.688483,49516.528346
